Statement,Suspiciousness
org.mockito.internal.creation.jmock.ClassImposterizer#23,0.0014024376478161907
org.mockito.internal.invocation.MatchersBinder#23,0.0016575931557891812
org.mockito.internal.util.MockName#23,0.001410090843234494
org.mockito.internal.configuration.ClassPathLoader#23,0
org.mockito.internal.verification.checkers.MissingInvocationChecker#23,0.002986152470530902
org.mockito.internal.matchers.Equality#23,0.0
org.mockito.internal.stubbing.defaultanswers.GloballyConfiguredAnswer#24,0.0
org.mockito.exceptions.base.MockitoException#24,0.0
org.mockito.internal.verification.VerificationDataImpl#24,0.0021865982141916237
org.mockito.internal.invocation.ArgumentsComparator#24,0.0018828418920532836
org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#24,0.0
org.mockito.internal.debugging.Location#24,0.0
org.mockito.internal.stubbing.BaseStubbing#24,0.0
org.mockito.internal.creation.MockSettingsImpl#24,0.0
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#24,0.0
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#24,0.0
org.mockito.internal.creation.cglib.CGLIBHacker#24,0.0016575931557891812
org.mockito.exceptions.verification.junit.ArgumentsAreDifferent#24,0.006354107097191862
org.mockito.internal.creation.MethodInterceptorFilter#24,0.001412993263135476
org.mockito.internal.verification.VerificationModeFactory#24,0.002246516108404967
org.mockito.internal.reporting.SmartPrinter#24,0.005882760066687646
org.mockito.internal.stubbing.OngoingStubbingImpl#24,0.0
org.mockito.internal.util.reflection.LenientCopyTool#24,0.005286936680472669
org.mockito.internal.progress.ArgumentMatcherStorageImpl#24,0.001233684462485034
org.mockito.internal.creation.jmock.SearchingClassLoader#24,0.001406248626710996
org.mockito.internal.util.MockCreationValidator#24,0.0014110563283481156
org.mockito.internal.invocation.MatchersBinder#24,0.0016575931557891812
org.mockito.internal.configuration.SpyAnnotationEngine#24,0
org.mockito.internal.configuration.ClassPathLoader#24,0.001233684462485034
org.mockito.internal.progress.ThreadSafeMockingProgress#24,0.001233684462485034
org.mockito.internal.creation.DelegatingMethod#25,0.0016948470916915961
org.mockito.internal.verification.checkers.MissingInvocationChecker#25,0.002941380033343823
org.mockito.internal.verification.VerificationDataImpl#25,0.0021865982141916237
org.mockito.internal.invocation.ArgumentsComparator#25,0.002148080259276946
org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#25,0.0
org.mockito.internal.creation.MockSettingsImpl#25,0.0
org.mockito.internal.creation.cglib.CGLIBHacker#25,0.0016575931557891812
org.mockito.internal.stubbing.InvocationContainerImpl#25,0.001412993263135476
org.mockito.exceptions.verification.junit.ArgumentsAreDifferent#25,0.006354107097191862
org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool#25,0.006184633699941168
org.mockito.internal.reporting.SmartPrinter#25,0.005882760066687646
org.mockito.internal.progress.MockingProgressImpl#25,0.001233684462485034
org.mockito.internal.util.reflection.LenientCopyTool#25,0.005338517771987276
org.mockito.internal.verification.MockAwareVerificationMode#25,0.0022504264962353846
org.mockito.internal.util.MockCreationValidator#25,0.0014159136794714975
org.mockito.internal.verification.Times#25,0.00224262603430301
org.mockito.internal.reporting.PrintSettings#25,0.0
org.mockito.Answers#25,0.0014024376478161907
org.mockito.internal.util.MockUtil#26,0.0013939749900380694
org.mockito.internal.verification.checkers.MissingInvocationChecker#26,0.002941380033343823
org.mockito.internal.invocation.ArgumentsComparator#26,0.003082194672730455
org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#26,0.0
org.mockito.internal.debugging.Location#26,0.0014817563128035824
org.mockito.internal.util.MockName#26,0.001732938299234144
org.mockito.internal.stubbing.BaseStubbing#26,0.0
org.mockito.internal.verification.RegisteredInvocations#26,0.0
org.mockito.internal.creation.cglib.CGLIBHacker#26,0.0016575931557891812
org.mockito.exceptions.verification.junit.ArgumentsAreDifferent#26,0.006354107097191862
org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool#26,0.006184633699941168
org.mockito.internal.util.reflection.LenientCopyTool#26,0.005338517771987276
org.mockito.internal.configuration.GlobalConfiguration#26,0.0012375782684716473
org.mockito.internal.verification.Times#26,0.00224262603430301
org.mockito.internal.reporting.PrintSettings#26,0.0
org.mockito.internal.matchers.MatchersPrinter#26,0.0
org.mockito.internal.configuration.InjectingAnnotationEngine#26,0.001233684462485034
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod#26,0.0
org.mockito.exceptions.base.MockitoAssertionError#26,0.0
org.mockito.internal.util.MockUtil#27,0.0013939749900380694
org.mockito.internal.verification.checkers.MissingInvocationChecker#27,0.002941380033343823
org.mockito.internal.matchers.Equals#27,0.003383014976532195
org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#27,0.0
org.mockito.internal.util.MockName#27,0.001732938299234144
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#27,0.0
org.mockito.internal.verification.RegisteredInvocations#27,0.0
org.mockito.internal.invocation.InvocationMatcher#27,0.0015830396187850586
org.mockito.internal.stubbing.InvocationContainerImpl#27,0.001412993263135476
org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool#27,0.006184633699941168
org.mockito.internal.creation.MethodInterceptorFilter#27,0.001412993263135476
org.mockito.internal.verification.Times#27,0.0
org.mockito.internal.configuration.ClassPathLoader#27,0.001233684462485034
org.mockito.internal.reporting.PrintSettings#27,0.0
org.mockito.internal.matchers.MatchersPrinter#27,0.0
org.mockito.internal.util.ObjectMethodsGuru#27,0.0016125005704221776
org.mockito.Answers#27,0.0014024376478161907
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#27,0.006847387945809709
org.mockito.exceptions.base.MockitoException#27,0.0
org.mockito.configuration.DefaultMockitoConfiguration#27,0
org.mockito.internal.util.MockUtil#28,0.0013939749900380694
org.mockito.internal.verification.checkers.MissingInvocationChecker#28,0.002941380033343823
org.mockito.internal.matchers.Equals#28,0.003383014976532195
org.mockito.exceptions.verification.junit.JUnitTool#28,0.006354107097191862
org.mockito.internal.debugging.Location#28,0.0014806384278366073
org.mockito.internal.invocation.MatchersBinder#28,0.0016575931557891812
org.mockito.internal.reporting.SmartPrinter#28,0.005882760066687646
org.mockito.internal.verification.RegisteredInvocations#28,0.0
org.mockito.internal.matchers.Equality#28,0.0
org.mockito.internal.creation.cglib.CGLIBHacker#28,0
org.mockito.internal.stubbing.OngoingStubbingImpl#28,0.0
org.mockito.internal.invocation.InvocationMatcher#28,0.0015830396187850586
org.mockito.internal.stubbing.InvocationContainerImpl#28,0.001412993263135476
org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool#28,0.006354107097191862
org.mockito.internal.creation.MethodInterceptorFilter#28,0.001412993263135476
org.mockito.internal.configuration.DefaultAnnotationEngine#28,0.001233684462485034
org.mockito.internal.util.reflection.LenientCopyTool#28,0.005286936680472669
org.mockito.internal.creation.jmock.SearchingClassLoader#28,0.001406248626710996
org.mockito.internal.verification.VerificationDataImpl#28,0.0024712535281493993
org.mockito.internal.util.MockCreationValidator#28,0.0
org.mockito.internal.configuration.ClassPathLoader#28,0
org.mockito.internal.verification.VerificationModeFactory#28,0.0
org.mockito.internal.matchers.MatchersPrinter#28,0.0
org.mockito.internal.configuration.InjectingAnnotationEngine#28,0.001233684462485034
org.mockito.Answers#28,0.0014024376478161907
org.mockito.internal.progress.ThreadSafeMockingProgress#28,0.0017015860729131273
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#28,0.0
org.mockito.internal.creation.jmock.ClassImposterizer#28,0.0014024376478161907
org.mockito.internal.progress.MockingProgressImpl#29,0.0017015860729131273
org.mockito.internal.invocation.ArgumentsComparator#29,0.0
org.mockito.exceptions.verification.junit.JUnitTool#29,0.006354107097191862
org.mockito.internal.invocation.MatchersBinder#29,0.0
org.mockito.internal.creation.DelegatingMethod#29,0.00269581933008596
org.mockito.internal.util.MockName#29,0.0
org.mockito.internal.verification.RegisteredInvocations#29,0.0
org.mockito.internal.creation.cglib.CGLIBHacker#29,0
org.mockito.internal.stubbing.OngoingStubbingImpl#29,0.0
org.mockito.internal.invocation.InvocationMatcher#29,0.0015830396187850586
org.mockito.internal.configuration.GlobalConfiguration#29,0.001233684462485034
org.mockito.internal.creation.MockSettingsImpl#29,0.0
org.mockito.internal.creation.MethodInterceptorFilter#29,0.001412993263135476
org.mockito.internal.configuration.SpyAnnotationEngine#29,0.0012343308782812817
